skill_level,accuracy_easy,accuracy_medium,accuracy_hard,avg_response_time,games_played,avg_session_duration
experto,0.9636955394617092,0.7599859956659266,0.65,1.2079290162280008,175.01237405501826,25.127971242825424
experto,0.9168072862005713,0.7996665860536427,0.65,0.7006423793314289,51.82262701114285,22.723849439207136
experto,0.8899610607824123,0.75,0.65,0.977046409230538,166.72079558680923,25.508450832525224
experto,0.936459515046717,0.7507226188170188,0.65,0.877595344171321,100.10952473192454,23.801427741267922
experto,0.9436138191249722,0.7573069095624861,0.65,0.9757430203475146,110.81187884027624,27.313866551392273
experto,0.9269109521481994,0.7900726031901201,0.65,0.7640753987650044,28.463698404939983,26.986642822229918
experto,0.945791878441994,0.8295376759527955,0.65,0.8760755471722448,88.93994331592184,11.593295543947896
experto,0.888568162743009,0.7724825699600529,0.65,0.8191440721704389,91.75096833555261,21.964988218375467
experto,0.9276429776568095,0.7878128798844356,0.65,1.1354414245875488,72.30038826731514,25.6077734636965
experto,0.9451820313442978,0.75,0.65,1.0112942346064966,28.128025961669167,11.002700269131433
experto,0.9207997768201831,0.7828411445867443,0.65,0.8431715287696913,93.0413677665612,18.869663637855126
experto,0.9438319834187305,0.7930183828598026,0.65,1.1809448514205922,70.49080857009872,14.816801658126941
experto,0.8783703143856969,0.7667005308116117,0.65,1.127633728220442,183.78342180193528,17.42780726731176
experto,0.9008570058136922,0.75,0.65,0.755951962208504,28.166693314004295,7.645236191856836
experto,0.932165484664982,0.7360346264780212,0.65,1.1765512450732627,125.55861494087915,23.68277011824169
experto,0.9515862364157542,0.8303105367024031,0.65,0.7213290371741379,55.891612964676725,25.65763441372306
principiante,0.6476169633277653,0.5490016310892083,0.38841892063481515,3.497938018610088,6.80032621784164,24.90016310892082
principiante,0.5877650703632878,0.43339497496453394,0.3093077736785287,3.7279712855116225,3.0,22.66281099457225
principiante,0.6819097257664458,0.487061434389205,0.33818002249699924,2.6708066095210445,1.0,10.322275629341387
principiante,0.6446310289512801,0.47141542146143983,0.3170411859066398,4.1612270666440025,4.0,23.890709917456
principiante,0.6603732858952855,0.4791092160787352,0.3533243057825381,2.610264684062669,12.392455148098561,10.703772425950719
principiante,0.7027709406231019,0.5329475876312709,0.39147379381563546,3.5411572371061877,4.0,12.234104824737457
principiante,0.748829071326265,0.55,0.39837371017536805,2.877397936280589,8.934948407014721,22.019515477895585
principiante,0.46269331322352003,0.39233551198429334,0.26399346404712,3.887156024784533,14.0,19.687548181957332
principiante,0.6177660821498463,0.4454157445622675,0.30089356714006144,3.1068735933850884,3.9656320330745594,15.627494373540353
principiante,0.5942915500486271,0.5143648742527391,0.3678976954678074,3.123465432017111,10.0,12.49160265188354
principiante,0.5541200630022385,0.414661481921068,0.27171985299477674,4.222862636962108,8.0,14.786770361578641
principiante,0.6485718671726256,0.5373674095960894,0.37293016342019153,3.451442298338787,8.902327885993616,27.60743932540702
principiante,0.5546816680041263,0.43031448446229487,0.29173522209112474,3.1736718354183138,3.0,10.668423302651215
principiante,0.8093748385329658,0.5174287154632695,0.3682393900250416,3.158803049874792,13.0,28.1598475062604
principiante,0.5246338852954657,0.41950827943198493,0.3097760500229163,4.111291734921166,4.0,15.114573235608654
principiante,0.7043376162922111,0.5153376162922111,0.3414533704495406,2.843890689325592,3.50482308988873,17.69614152808902
principiante,0.6008941015489957,0.5064181280287,0.36503985429643254,2.8227237528126308,1.0,18.14841721832717
principiante,0.6515541752789937,0.4836271839168487,0.3723728160831513,3.904458247210063,14.0,23.499747557713338
principiante,0.6044380811775989,0.4670572993560006,0.3046580396688003,3.201848385648013,3.258779981600017,24.522366005519995
principiante,0.6595026741224778,0.5192895278762124,0.36456483985716814,3.1014919776325662,6.0,7.167495543129204
principiante,0.638455820261007,0.4726504205762023,0.3034288218369835,2.9906486677173176,3.0,24.88053996848047
principiante,0.7749751687226518,0.5317625848047568,0.380078571555266,3.317976192587766,12.52006802117781,28.743979593646657
principiante,0.654674298885074,0.5037644484930146,0.3670828784366565,2.5951908413379114,12.0,18.489276636853734
principiante,0.6790287594258563,0.5353273801994595,0.3944543663342342,3.6309358712399393,13.815145544474474,28.92605821778979
principiante,0.718870923943519,0.5341520768611773,0.32824703026165314,3.811142469214026,6.0,16.718249223341264
principiante,0.5469338991651947,0.40560318776066673,0.273105844227889,4.120607879003607,8.775132823361115,8.042592976352779
principiante,0.641554904740777,0.47045202540245945,0.31330250529217907,4.183984544872601,4.0,23.924200423374323
principiante,0.6430568854700995,0.47532067692309304,0.36332239658121834,4.043120786324664,2.894827350427649,23.14206905982894
principiante,0.5872242042801608,0.46091290315714833,0.3088079020977026,3.640067980506198,2.0,29.58147001483224
principiante,0.5482500611981507,0.4759531441244221,0.37618747246083223,3.235156104654392,7.0,7.192187423502312
principiante,0.6765928650369346,0.55,0.4,3.780265824774289,12.088492502051919,19.717698500410382
principiante,0.6040900907848643,0.43959282260388105,0.3140249597045279,4.2914059981533,2.8040171375808547,28.25477772114489
principiante,0.4555377278229583,0.35303022835700604,0.25095477271108946,3.795477271108946,7.045227288910538,20.249750017801592
principiante,0.5980215915543593,0.4574453753693143,0.32496519521511014,3.521596847301428,1.0,16.60240090077102
principiante,0.6888187329885743,0.5316603186906845,0.37432444616695826,3.5238867728968946,14.0,10.549809560720533
principiante,0.4935522909382076,0.4201652244783639,0.29121070642982533,3.4120668133099277,9.0,12.3
principiante,0.5583149500366078,0.45262408725289793,0.33939186205155547,2.7579534974374598,12.17126249084807,19.302757494508842
principiante,0.5380968925498435,0.4530157257171833,0.3149672794422615,4.253676601792731,12.356753326693589,28.11405199601615
principiante,0.6734078439106138,0.5241136423487457,0.3992809345096874,3.0028410587186425,9.71906549031262,11.887626196125048
principiante,0.6487269122326665,0.49729215667367005,0.36540225483578453,3.0431686266946802,5.542696083158249,20.7341568665266
principiante,0.5322198162972743,0.40825249712083583,0.29948813432204724,2.9135512054904096,1.8590757750252374,11.870462112487383
principiante,0.6938239425341473,0.5185493199398923,0.3742856074980252,2.9729674190456015,9.0,22.118681811547578
principiante,0.5456658489196626,0.41052961501165686,0.26236253947148813,3.3289460772415724,5.0,24.3
principiante,0.48303252482691983,0.35151770817270067,0.2788392360575669,4.30541042781018,12.013113063399484,21.39344346830026
principiante,0.559547767839631,0.4362489853816504,0.3107330627684401,3.3050202923669914,6.227755230703343,23.803918200085654
principiante,0.6503143043434587,0.5412565100124964,0.3978141275031241,2.8420513727386334,12.0,16.139743136306837
principiante,0.6365582306301119,0.39209387599110124,0.29013805292809003,3.2251907900961863,9.0,6.69944778828764
principiante,0.6927830571218702,0.5021895314211094,0.340214462858542,2.909301657268779,4.0,12.318453857154518
principiante,0.5760542726499049,0.46860513421455247,0.3309834251545905,2.975177118738286,7.0,7.736171609462855
principiante,0.5091832545237372,0.37149240505259806,0.28152290681546716,4.079656092834838,12.0,21.508397132783603
principiante,0.5718674274654135,0.46583537509250433,0.32988840410633896,2.9674475583976863,7.0,7.794143312017351
